event_name,event_location,event_content,participant,event_date,event_time
桃園兒童藝術節(3-5月),桃園市324平鎮區新勢公園,￭活動相關細節可電洽本府文化局 (03-3322592#8301)桃園兒童藝術節以「擁抱世界的勇氣」為主題，並規劃四大系列活動，涵蓋「表演」、「展覽」、「市集」、「童玩」和文化館舍活動，精彩活動遍布全桃園，讓兒童透過親身參與及體驗，找到屬於自己的勇氣力量！讓兒童度過歡樂滿載的兒童節！活動時間大總表 表演：■ 4/2-4/5主場表演定目劇場《超越極限運動會》在平鎮新勢公園演出，並規劃新馬戲展演及工作坊、藝術體驗區、兒童市集，連續4天帶來豐富有趣的藝術體驗。■ 4/4波力救援小英雄《波力特別的一天》在八德藝文天幕廣場登場，演出波力的冒險故事!■ 3/18、3/25、4/9邀請到紙風車劇團分別在龜山大崗國小、龍潭國小、風禾公園停車場演出經典劇碼，讓大小朋友感受藝術的創意及美好。  市集：■ 4/2-4/5辦理眷村懷舊童玩日，在馬祖新村眷村文創園區帶來豐富的活動和市集，有變裝遊行、懷舊遊戲體驗，重溫眷村兒時回憶。 童玩：■ 3/20-5/1玩具共和國主題特展帶你看遍世界各國玩具，還有豐富的營隊、玩具故事屋、DIY活動等著你來報名！ 展覽：■ 3/11-5/1「夢不落-我的飛行夢想」展在桃園市兒童美術館帶你體驗飛行夢想！ 文化館舍活動： ■ 串連桃園文化館舍，帶來最豐富多元的藝文體驗！,,2022/4/5,04:20
桃園彩色海芋季,桃園市337大園區溪海休閒農業區,￭活動相關細節可電洽本府農業局 (03-3322101#5415、5416)今年「芋見愛神」除「療芋感」的推動之外，將突破以往，首次將「闖關式體驗策展」納入整體展區規劃當中，以「反派角色」作為主花毯最終關卡進行設計。以愛情為食的魔龍，掠奪了各地的愛情寶藏，遊客是「勇者的化身」，必須踏上旅途，向展區內代表不同課題的「愛神導師」們拜請，通過種種的考驗，了解愛情的本質，最終才能來到以愛情為食的魔龍面前，發出挑戰守護愛情，遇見愛。★交通接駁區外免費接駁車-紅線1.接駁時間：4/2（六）-4/17（日），每日08：30-17：30行駛。2.接駁班距：平日30min/班、假日15min/班。3.接駁站點：① A18高鐵桃園站(客運轉運站11月臺)→② 文中三停車場 →③ 彩色海芋季會場(柳樹青園藝站)。時刻表：1.去程「 A18高鐵桃園站」發車時間：08：30 - 16：00。2.回程「 柳樹青園藝站」發車時間：09：00 - 17：30。區內免費接駁車-藍線（假日行駛）1.接駁時間：假日（含清明假期）08：30-17：30行駛。2.接駁班距：15min/班。3.接駁站點：①功學社 → ② 陽程科技站 → ③ 彩色海芋季會場(和春花卉農場) → ④ 慈濟月桃站。,,2022/4/2,09:54
龍岡米干節,桃園市320中壢區龍岡大操場,經過了10年的米干節，團結了地方產業、創造了商圈的繁榮，讓滇緬文化與孤軍故事永續紮根在桃園龍岡，也開始吸引國內外的遊客來此探索龍岡的特色。龍岡米干節除了主會場展現多元的文化特色之外，更串連忠貞商圈 、體驗逛遊行程，讓龍岡更多的在地特色被看見，邀您一同走進異域文化的盛宴。交通接駁龍岡大操場－雲南文化公園（桃園市平鎮區忠貞一街） 來回專車接駁時間：4/16-17 10:00-20:00，約15分鐘一班4/11-15 異域美食與特色體驗活動線上報名>>如連結主題活動 4/16 潑水節&水花晚會／潑水節／14:00 泰緬紋身藝術體驗14:30 傣族潑水踩街行15:00 泰緬潑水大對抗／水花晚會／18:40 晚會開場19:00 舞台表演－泰苗舞（小小打歌隊）－彝族舞（小小打歌隊）－演唱（王星貿）－民族舞蹈（雲南協會）－民族舞蹈（雲南協會）20:00 打歌同樂 4/17 火把節&祈福晚會／火把節／14:00 民族踩街行14:30 金三角美食教學15:00 民族遊戲PK賽16:00 摩斯密碼／火把祈福晚會／18:00 迎賓攔路酒18:15 火舞表演18:30 晚會開場18:40 點火祈福儀式 19:00 舞台表演－民族舞（敦青舞蹈團）－彝族舞（魅力金三角舞團）－芒種（小小打歌隊）－歌曲演唱 （哈尼救護G）－武術風舞蹈 （小小打歌隊）－三弦琴（雲南打歌協會）20:00 打歌同樂,,2022/4/15,11:09
夜遊慈湖-水岸光影季(3-6月),桃園市335大溪區慈湖紀念雕塑公園,￭活動相關細節可電洽本局風景區管理處 (03-3946061#127)因春雨、梅雨和淹水搗亂，故活動延長至6/19，光影秀表演場次維持每天8場。另週六(6/18)週日(6/19)節目表詳如附圖。活動4大亮點，以光影加數位科技打造虛擬世界⭐虛擬世界傳送門將雷射光投射於裝置藝術上，打造科幻又神秘的虛擬世界傳送門。民眾可透過掃描傳送門兩側QRCODE，選擇祝福的文字及照片，來一場過去、現在與未來的對話，新奇又好玩。⭐3D立體動畫使用全息浮空投影方式呈現泰雅勇士動畫，3D立體動畫讓民眾彷彿身歷其境，感受全新視聽饗宴。⭐大型戶外投影以山景為投影背景，使用高達5萬流明亮度，原生4K的國際等級東京奧運指定同款的大型雷射工程投影機，朝慈湖水岸舞台對面山景進行戶外投影。⭐光環境營造設置大型光球、染色燈具、月亮盪鞦韆燈、兔子造型燈及逾千支白色玫瑰燈及稻穗燈打造的夢幻打卡區。周末假日限定文創市集，夜間加碼精彩表演活動期間，除了每晚上演光影秀，每個五、六、日及連續假期，下午還有文創市集、舞台表演。民眾與舞台表演者互動及下載傳送門互動可以有機會帶回限量LED七彩蠟燭小禮物。,,2022/6/15,10:10
桃園草地露營節-春季版,桃園市335大溪區溪州旅遊服務區,￭活動相關細節可電洽本局旅遊行銷科 (03-3322101#6202、6203)為帶動石門水庫周邊觀光發展，市府投資新台幣3.79億在石門水庫進行環湖設施整建工程，打造石門水庫成為低碳旅遊、運動及運輸示範區，並委由桃園喜來登飯店負責園區營運服務工作，提供豪華及價帳位。市府特別規劃辦理「桃園草地露營節」，透過風格露營區、草地音樂會、露營職人秀、繽紛樂市集大地闖關趣及光影的對話等「六主題活動」及開幕活動，呈現溪洲園區全新風貌。⭐音樂會演出名單⭐ 宅吉Band、艾克樂團、街角風情、浪跡樂團、流浪浮雲樂團、青梅竹馬、小夢想樂團、檸檬魚樂團、抹茶綠樂團、JJ 原木樂團、蜂蜜檸檬樂團、簡單唱樂團,,2022/4/23,11:18
桃園管樂嘉年華,桃園市320中壢區中正公園,￭活動相關細節可電洽本府文化局 (03-3322592#8304) 桃園管樂嘉年華7月重磅回歸！邀您再燃管樂魂！7/3 (日) 19:00【主題音樂會】聲光乍現管樂鳴 舞台設計別出心裁，邀請桃園科技藝術獎得主田子平及知名策展人陳彥斌合作，精心打造具視、聽感官雙重享受的聲光音響舞台，演出由「桃園交響管樂團」領銜展演，並邀請桃園在地原民合唱團太陽之愛以及金曲歌后朱海君合作，精彩演繹專屬桃園多元族群的音樂故事。⭐藝人卡司陣容：朱海君 7/16 (六) 19:00【閉幕演出】宮崎駿動畫配樂&mdash;番外篇 交響音樂會超人氣節目桃園限定特別鉅獻！一次呈現多部精彩動畫配樂，包含宮崎駿大師作品風之谷、崖上的波妞﹔宮崎吾朗作品地海戰記、來自紅花版。壓軸更由金鐘主持人楊小黎及樂團總監劉可婕，與狂美共同呈現「故事《龍貓》管樂篇」，番外篇首度登場，您絕對不容錯過！⭐藝人卡司陣容：楊小黎,,2022/7/6,08:06
Lalai桃園原住民族國際音樂節,桃園市337大園區陽光劇場,￭活動相關細節可電洽本府原住民族行政局 (03-3322101#6684)年，桃園原住民族國際音樂節回來了 !活動以「新面貌、新場地」強勢回歸，將於今年5月14、15日來到桃園陽光劇場舉辦【LA LAI桃園】原住民族國際音樂節。現場超過20組原住民族歌手、樂團及舞團等接力登場，桃園作為國家的大門，臺灣的門面，與你一起挺過疫情。後疫情時代的「桃原」，從轉型後的「LA LAI桃園(來來伊桃園)」原住民族國際音樂節出發，不分國家種族性別，因「音樂X原住民文化」聚集臺灣桃園。活動當日除了有音樂節盛會，場外更有充滿原住民族特色美食與產品的「原物市集」在下午率先開張，小米酒、馬告料理、部落傳統手工藝品…，最好吃、好玩又好逛的部落特色商品盡在這裡，現場更準備免費的精美小禮物等你來拿，別錯過桃園全年度最盛大的市集慶典！,,2022/5/14,04:06
桃園客家桐花祭(4-5月),桃園市325龍潭區客家文化館,￭活動相關細節可電洽本府客家事務局(03-4096682#6003) 桐花祭每年都以祭拜伯公揭開序幕，以伯公代表這片土地，來感念山林間提供居民賴以維生的物資。向土地、山神、天神祝禱，從此衍生出「客家桐花祭」活動，此活動蘊涵客家文化傳統、肅穆、潔淨、虔誠、祈福的精神，故以「祭」字為用，而非「季」。這次桃園桐花祭將於4/24日13:00於桃園市客家文化館揭幕，有別於以往的用盛大的活動包裝，這次將回歸於對土地最原始的尊敬與感謝，寧靜而致遠，是我們『與山林的約定』。賞桐古道地址龍潭區－小粗坑古道（桃園市龍潭區高平里粗坑2鄰）楊梅區－保甲古道（桃園市楊梅區老莊路783巷）蘆竹區－五酒桶山步道（桃園市蘆竹區長興路一段230巷）龜山區－大坑桐花步道（桃園市龜山區大坑路二段560巷）大溪區－十一指古道（桃園市大溪區十一指古道賞桐）桐花輕旅行 ✦每一場次開放：120位名額✦每位報名費用：100元 （含桐花野餐盒 & 限定伴手禮）✦線上報名 >>> 如連結,,2022/5/10,02:52
富岡鐵道藝術節(7-8月),桃園市326楊梅區富岡火車站,■活動詳情可電洽本府文化局(03)332-2592#8701「富岡鐵道藝術節」由桃園市政府和交通部臺灣鐵路管理局主辦，桃園市政府文化局承辦，於富岡火車站至三連陂、伯公岡公園、富岡運動公園，並沿著鐵道延伸臺鐵富岡車輛基地，邀請藝術家進駐創作、或是表演音樂會、主題活動等，形塑以在地客家人文自然景觀、裝置藝術、鐵道元素為主的藝術節。 邀您來趟富岡雙鐵輕旅行，出富岡火車站，騎著鐵馬，穿梭小鎮，沿途欣賞老房老紅磚、老店老靈魂以及藝術作品；記得停下來，嘗一嘗道地客家美食，駐足田野間，一觀稻田綠浪黃浪、陂塘粼粼波光，這是屬於富岡小鎮的浪漫。 傳統與新生的對話，以富岡豐厚客家人文為基底，與鐵道共生共榮，發掘在地特有的生活美學，從日常生活體驗富岡，透過藝術欣賞富岡。「富岡舒肥松阪豬飯兜」7/15起開放預購，每份定價250元，預購享有優惠價180元，售完為止。線上預購   周邊活動駛進富岡&gt;&gt;詳如連結藝術富岡&gt;&gt;詳如連結精彩富岡&gt;&gt;詳如連結嗨玩富岡&gt;&gt;詳如連結走讀富岡&gt;&gt;詳如連結漫遊富岡&gt;&gt;詳如連結,,2022/7/31,08:06
 北橫夜間生態觀察,桃園市336復興區後慈湖,￭活動相關細節可電洽本局風景管理處(03-3946061)本活動預計造訪北橫沿線的後慈湖、蝙蝠洞及枕頭山，探索夜間生態。 「後慈湖」為了生態繁衍及免於環境破壞，軍事管制超過半世紀，故不但景色優美，而且整個原始森林與自然生態也未遭到大量的人為破壞；另「蝙蝠洞」搭配重新整頓過後的步道，前述兩場域可說是蛙類及螢火蟲等生物的樂園。   夏天的後慈湖、蝙蝠洞除了夜晚有點點螢光外，另本次搭配桃園繡球花季特別加開「枕頭山」賞螢路線，從台7線12.6k處右轉產業道路至枕頭山部落，周邊鄰近多間農莊，多年原始環境保育有成，故使該地也成為螢火蟲成長的溫床。本活動係帶領學員於傍晚及夜間走訪，希望藉由專家的解說及實地的參與體驗，使學員認識、接觸自然生態，進而懂得珍惜環境，愛惜水資源。後慈湖■活動日期：4／29（五）、4／30（六）16:00－19:30■活動費用：新台幣100元 （後慈湖入園門票：無優待/免費票） ■報名時間：4／25（一）上午9時起■名額：每日45人／1梯次蝙蝠洞■活動日期：5／7（六）17:20－20:00■活動費用：無（蝙蝠洞無需門票，洞口停車位不足，務必搭乘接駁車來回）■報名時間：4／28（四）中午9時起■名額：每日40人／1梯次枕頭山■活動日期：5／8（日）17:00－20:00■活動費用：無（枕頭山無需門票，部分路段會車不易，務必搭乘接駁車來回）■報名時間：4／28（四）中午9時起■名額：每日20人／1梯次*注意事項*●夜間活動6歲以下兒童不宜參加，7至18歲者需家長陪同，始得報名。●請於報名前詳細閱讀「行程規畫及活動須知」。●本活動期間請全程戴口罩，如需飲水請與旁人保持社交距離，若有發燒、呼吸道症狀者，應在家休息，不宜參加本活動。,,2022/5/6,12:08
桃園繡球花季(5-6月),桃園市336復興區台七桃花源休閒農業區,￭活動相關細節可電洽本府農業局 (03-3322518)今年活動以枕頭山為主角，將復興區最具代表性的「山景」做為亮點，透過其獨有的地貌，以「符號學」的手法，營造出各區域最具獨特性的「神秘感」，將「美學」的「符碼」融入自然景觀，傳遞來自「大地的訊息」，進而提供遊客更多元的閱覽深度。 ★交通接駁★（僅於活動期間之假日行駛） ■ 區內接駁車-藍線1. 接駁站點：葉家千金（主展場）↹枕頭山口（接駁總站）↹祿客農莊（賞花區）2. 接駁時間：08:00-16:00 （即日起因賞花遊客參觀踴躍，接駁時間延長至16:30）3. 接駁班距：30分鐘/班■ 區外接駁車-紅線1. 接駁站點：慈湖停車場↹枕頭山口（接駁總站）↹葉家千金（主展場）2. 接駁時間：停車場至會場 07:30-15:30、返程08:30-16:30（即日起因賞花遊客參觀踴躍，接駁時間延長至17:00）3. 接駁班距：30分鐘／班 ■ 區外接駁車-綠線1. 接駁站點：介壽國中停車場↹葉家千金（主展場）2. 接駁時間：停車場至會場 07:30-15:30、返程08:30-16:30 （即日起因賞花遊客參觀踴躍，接駁時間延長至17:00）3. 接駁班距：30分鐘／班 ★亮點活動★賞螢週 5/7(六)蝙蝠洞 、 5/8(日)枕頭山媽媽桃週 05/14(六) 、 05/15(日)部落輕旅行週05/21(六)枕頭山購樂趣週05/28(六)、 05/29(日)品茶週06/04(六)、06-/05(日),,2022/5/11,01:49
桃園閩南文化節 (7-12月),桃園市320中壢區中壢中正公園,￭ 活動相關細節可電洽本府文化局 (03-3322592#8570)因疫情關係，睽違2年，桃園閩南文化節於7月3日（日）至12月11日（日）間辦理，今年活動內容豐富，包含各類競賽，如藝閣VS踩街、答喙鼓、總舖師辦桌、臺語歌謠創意舞蹈、攝影比賽等，邀請大家來參賽拿獎金，廣邀各路好手、在地民眾及社區團體共同參與。整體活動以臺灣獅為主視覺，具有驅邪、避凶、 祈福、吉慶之意義，除能展現臺灣傳統民俗精神外，更具傳承教育意義，活動除了有熱鬧節慶表演外，更希望結合民間力量推廣閩南文化、深化特色傳統民俗、扎根閩南語言、體驗閩南美食、自製創新劇碼，讓桃園閩南文化生生不息，代代傳承。 臺語金曲演唱會 7/3(日)18:30-21:00，風禾公園（桃園區文中二路、慈文路交叉口） 金曲歌王翁立友、癡情樹男王中平、全能創作家江志豐、抽屜歌后陳怡婷，以及在地樂團火星樂團接力開唱，讓你一飽耳福！還有機會獲得藝人專屬簽名海報！鬥陣2 7/9（六）- 7/10（日）16：00-21：00，桃園陽光劇場（大園區領航北路四段216號）  《鬥陣 2》超強製作團隊，由民俗專家林茂賢老師擔任藝術總監，具豐富大型活動經驗的李小平先生擔任總導演，黃金陣容聯手打造出90分鐘令人目不暇給的視覺饗宴。藝閣vs踩街 7/16（六） 17：00-21：30，市府廣場(桃園區縣府路1號)為傳承桃園閩南文化，以忠孝節義趣味主題、強調在地參與、回歸傳統人力拉車以及多元無限創意工法，打造桃園專屬特色藝閣VS踩街活動。踩街結束，45臺藝閣車將在市府廣場前展示至7/25，歡迎前往觀賞。《勅令．平安》-九天民俗技藝團7/23(六)、7/24(日)19:00-21:15，平鎮新勢公園(平鎮區中原路與延平路一段交叉口)「九天民俗技藝團」集合全臺各地特色陣頭團隊，透過盛大的廟會劇場《勅令．平安》，以醮壇作為舞台意象，讓每位觀眾都能直觀聯結，呈現專業且精緻的傳統饗宴，重新賦予廟會建醮的信仰精神。 臺語歌謠創意舞蹈比賽-決賽8/27(六) 18:30-21:00，龍德宮前廣場(蘆竹區富國路一段8號)除...,,2022/10/10,03:00
大古山野百合花季,桃園市338蘆竹區福山宮 (活動主會場),￭活動相關細節可電洽蘆竹區公所農經課(03-2220465#133)百合花潔白中帶點嫩黃的色調配上淡淡清香，真的令人賞心悅目！今年大古山野百合花季的主題是「光合派對」，以音樂派對的形式，結合野百合舉辦一系列的活動！平日以休閒農業市集為主，假日則有免費的農場遊程可參加，還有精彩的表演帶你一起HIGH翻天！大咖來賓有第27屆金曲獎最佳樂團獎得主麋先生、YOYO TV的羚羊哥哥、橘子姐姐、氣球彼得、瑟拉樂團等十組表演，還有季節限定的燈飾藝術，帶你漫步大古山藝術光廊，沉浸在璀璨炫麗的夜晚，一起欣賞夜景與野百合進行一場「光合派對」吧～ 交通接駁■接駁路線：機場捷運A10山鼻站→山腳夜市→山腳鹿場→大古山福山宮■假日接駁時間：5/14、5/15、5/21、5/22 ，13:00-21:00，約每15分鐘一班車■平日接駁時間：5/16~5/20，16:00-21:00，約每15分鐘一班車,,2022/5/20,04:35
桃園夏日桃金孃節,桃園市338蘆竹區坑子溪休閒農業區,￭活動詳情請洽本府農業局（03-3322101#5415）位於蘆竹的「坑子溪休閒農業區」，以「桃金孃」為形象花卉 ，目前復育已超過1萬株。與大片花海型態不同，屬於常綠灌木的桃金孃亭亭玉立，就像臉上掛著一抹微笑，讓您感受相視而笑的幸福。如何抵達 假日亮點活動☀邁向幸福~小小女神派對 06/03(五) 09:00-10:00 來自小朋友裝扮成各式各樣可愛的花仙子，為活動揭開精彩的序幕。☀律動夢想 我最搖擺 06/04(六) 14:30-16:00以音樂、律動、搖擺、接力演出，帶動出活潑熱鬧的氛圍，與民眾同樂鄉村歡樂的午後時光。☀鄉村搖滾 06/05(日) 14:30-16:00以音樂，傳達來自台灣土地的聲音，與民眾同樂特別的音樂饗宴。☀舞動嘉年華 06/11(六) 09:50-12:00由社頂國小、$oLarE、QQ樂團、大巴息格、敦煌熱舞團、不老林樂團輪番帶來精采演出。☀親子同樂派對 06/12(日) 14:30-16:00偶偶偶劇團以有趣的親子劇目進行演出，在「寓教於樂」中落實「關懷生態、擁抱自然」。 三大裝置作品女神宮殿／彩虹獨角獸／彩虹舞台 周邊農場活動手作DIY／八大農場農事體驗／小旅行／桃金孃小學堂,,2022/6/3,09:58
石門水庫熱氣球嘉年華,桃園市335大溪區石門水庫南苑,￭活動相關細節可電洽本局旅遊行銷科 (03-3322101#6202、6203)⚠️考量安全因素，非繫留時段(5:30-7:30、16:30-18:30)熱氣球將收球，如欲拍攝熱氣球，請把握立球繫留時間！看這裡【零時差LIVE直播 -線上看桃園熱氣球嘉年華】 石門水庫熱氣球嘉年華將於6月18日至6月26日在石門水庫南苑生態公園登場，連續9天的活動，有熱氣球升空體驗、假日夜間光雕噴火秀以及一連串表演及親子互動活動，還可以免費參加熱氣球Walk in、熱氣球博物館及收球...等體驗，可以讓人親身探索熱氣球內外兼具的奧秘，活動精彩可期。今年活動以恐龍為主題，邀請到從來沒有在台灣亮相過的恐龍熱氣球，想要一睹熱氣球魅力的民眾絕對不可錯過這次難得的機會，到石門水庫體驗熱氣球的魅力。 熱氣球繫留體驗 6/18(六)~6/26(日)■上午場05:30~07:30，下午場16:30~18:30■第一梯次(6/18~6/21)線上開放預約時間：6/13(一)10:30■第二梯次(6/22~6/26)線上開放預約時間：6/20(一)10:30■票價：一般票$500/人，桃園市民$400/人■線上購票&gt;&gt;如連結夜間光雕噴火秀 隨著精選的音樂節奏律動，精彩炫目的熱氣球光雕秀，結合噴火表演，是每年活動的焦點節目!■開幕場:6/18(六)19:00~20:00■假日場:6/19(日)、6/25(六)、6/26(日)19:00~19:30 熱氣球收球體驗 每日清晨傍晚繫留體驗結束後，依據現場氣候狀況，邀請民眾參與。 熱氣球Walk in 6/18(六)~6/26(日) 15:30~16:30共4梯次，每日14:30於大會服務台發放梯次號碼牌，每梯次40-50人參與為限。 熱氣球博物館6/18(六)~6/26(日)解答你對熱氣球的十萬個為什麼，開放展區，自由參觀。恐龍探索樂園6/18(六)、6/19(日)、6/25(六)、6/26(日) ，09:30~11:10/14:00~15:30猛龍出閘趣味賽跑 / 瘋狂恐龍追趕中 / 恐龍家族兩...,,2022/6/22,09:38
龍潭歸鄉文化節,桃園市325龍潭區龍潭大池,￭ 活動相關細節可電洽龍潭區公所人文課 (03-4793070#2309)今年度龍潭歸鄉文化節系列活動於6月4日及6月5日辦理，龍潭大池划龍舟傳統從日治時期大正四年開始舉行，延續至今已經超過百年，今年雖然因為疫情取消，但這麼重要的地方文化傳統，也獲得客委會評列為客庄十二大節慶之一。今年活動內容，除了Hakka音樂會外，還規劃了水上高樁獅王爭霸賽、花火之夜與農特產品展售市集等精彩系列活動，圍繞著龍潭大池盛大舉行。✨花火之夜✨ 6/4(六)18:30~20:30 (※19:30及20:30各一場花火秀)採用國內最大鋁合金弧形結構，結合台北101跨年御用煙火，設計出水面彩虹煙火，巨大臨場感煙火效果保證驚豔，今年首次在水中設計愛心煙火，讓現場民眾感受到幸福滿滿。✨水上高樁獅爭霸賽✨ 6/4(六)~6/5(日)10:00-12:00、13:30-14:30 (※每天8場高樁獅)本活動有水上高樁舞獅的精彩演出，藉由傳統民俗文化競賽，吸引更多想瞭解台灣獅藝文化、認識舞獅民俗活動的遊客前來觀賞。水上樁的舞獅全國罕見，保證精采可期。✨Hakka音樂會✨ 6/4(六)~6/5(日)10:00-11:30、14:00-15:30為了迎接這場客庄盛事，舉辦的Hakka音樂會，歡迎大家在端午連假來到龍潭大池聆聽音樂饗宴。✨農特產品展售市集✨ 6/4(六)~6/5(日)08：00-21：00展售會的攤位以客家商品暨各種農特產品為主，包含優良農特產品、十大伴手禮、地方產業產品、特色商品、節慶應景產品、公益團體等。交通管制路段暨臨時停車場規劃,,2022/6/4,02:31
大溪大禧,桃園市335大溪區大溪區老城區,￭ 活動相關細節可電洽大溪木藝生態博物館 (03-3888600#301)「⼤溪⼤禧」回到⼈與信念本⾝，以敦正氣為題，在正氣之神－關聖帝君的庇護下，以正向⼒，帶動整座城市的⿑⼼協⼒！今年 7/2 ( 六 ) 開幕 以經典新型態遶境揭開序幕！無縫接軌晚上以精彩技藝拚場的藝術派對&mdash;&mdash;「正氣盛典」搭配為期週末限定的「正氣開市」與「正氣學堂」以及學習將軍步法與文化精神的「舞德殿：與神同巡」特展今夏一起在大溪大禧，從這座因信仰而凝聚的城市中，補充滿滿正氣能量！與神同巡7/2（六）15:00-17:30，普濟堂出發-普濟路-中山路-中央路-和平路-福仁宮 每年必看的「與神同巡」，擷取「迎六月廿四」的遶境精華，再次推出集結大溪 31 個社頭的招牌陣容！今年更邀請到重量級貴賓新竹都城隍爺與隨駕將軍來作客，一起為關公聖誕宴揭開隆重序幕！光雕酬神派對7/2（六）18:30-21:00，大溪普濟堂廟埕開幕當天晚上，將轉化傳統酬神的鬧台扮仙戲，融⼊互動科技打造一場大型藝術派對！壓軸演出將由保庇女神王彩樺，與新歌單曲原班人馬帶大家一起大唱大跳祭典神曲《紅紅OnOn》！關公聖誕日 7/21（四）、7/22（五），大溪中正公園騎馬銅像廣場（普濟路與中正路轉角）■ 三獻禮、遶境、暗訪、祝壽大典，7/21（四）13：10起■普濟堂大功出巡遶境、入廟、擲爐主7/22（五）上午08：30起,,2022/7/12,03:12
桃園蓮花季 (7-8月),桃園市328觀音區金華路與新華路一段交叉路口,￭更多活動詳情請見相關連結，或洽觀音區蓮花園休閒農業協會（03-4970166）、本府農業局(03-3322101#5416) 今年活動以「療癒」氛圍為主軸，因應疫情全世界都處於一種緊繃的狀態，唯有植物花朵們，不受任何影響，靜靜的按照著時序，繼續它的生長，展現搖曳姿態。「桃園蓮花季」全新打造屬於你我的療癒聖地，「荷」你一起變幸福!主題活動&gt;&gt;詳如連結體驗活動&gt;&gt;詳如連結小旅行    &gt;&gt;詳如連結,,2022/7/9,04:44
永安漁港星繽樂狂歡嘉年華(7-9月),桃園市327新屋區永安漁港漁市前廣場,￭更多活動詳情請見相關連結，或請洽中壢區漁會(03-4861017)永安漁港為客家海洋文化最具代表性的景點，每年夏季最令人期待的是「星繽樂狂歡嘉年華｣，藉由主題活動，讓您悠遊徜徉、感受在地客家漁港的特有魅力。在永安漁港的夕陽餘暉之下，品嘗新鮮海產珍味﹔在綠色隧道馳騁，迎面的海風溫柔地吹拂，真是人生一大樂事。活動周邊另舉辦創意市集，於現場填寫問卷就送精美小禮物，每場次將送出高級自行車，邀請您一起作「客｣海洋!嗨唱搖滾樂光夜  7/16(六) 19:00-21:00 ，永安漁港漁市前廣場卡司陣容：ADOGA阿逗仔樂團、楊蒨時LIVE BAND、大台風樂團閃耀金曲來福秀  8/13(六)1900-2100 ，永安漁港漁市前廣場卡司陣容：朱海君、吳俊宏、巨竺樂團星光海洋音樂會&繽紛花火秀  9/10(六)1900-2100 ，永安漁港漁市後方停車場卡司陣容：周蕙、FIR飛兒樂團、魏嘉瑩、李佳歡、莫凡新、范逸臣,,2022/7/21,11:29
原住民族豐年祭(6-10月),桃園市337大園區陽光劇場,■ 活動詳情請電洽原住民族行政局教育文化科(03-3322101#6684、#6685)■ 各場次活動內容將陸續公告本市各區原住民族的風貌皆有各異之美，豐年祭也在在展現原始開闊的生命力，更能從中觀賞到手工藝、服飾、傳統歌謠舞蹈，以及品嘗道地的風味餐。為傳承原住民族語言及文化永續扎根，以凝聚本市原住民族的向心力及認同，本市將舉辦各區原住民族暨市聯合原住民族豐年祭，讓族群之間更深入了解彼此文化之美。 桃園區豐年祭活動日期：6月25日(六)，活動地點：桃園區陽明公園 (桃園區長沙街、保羅街口)新屋區豐年祭活動日期：7月9日(六)，活動地點：新屋區親子運動公園 (新屋區大仁街與新福二路交會口)中壢區豐年祭活動日期：7月9日(六)，活動地點：中壢區原住民族集會所天幕廣場 (中壢區元生二街126號)平鎮區豐年祭活動日期：7月16日(六)，活動地點：建安宮前廣場 (平鎮區平東路一段98之1號)蘆竹區豐年祭活動日期：7月23日(六)，活動地點：內厝河濱公園 (蘆竹區東溪路28號旁)大園區豐年祭活動日期：7月24日(日)，活動地點：竹圍漁港天幕廣場 (大園區沙崙里1鄰港口7號)觀音區豐年祭活動日期：7月30日(六)，活動地點：樹林市民活動中心旁公園(觀音區樹林里泰安街209號)楊梅區豐年祭活動日期：7月31日(日)，活動地點：埔心火車站後站廣場 (楊梅區埔心里永美路)龍潭區豐年祭活動日期：8月6日(六)，活動地點：龍潭運動公園 (龍潭區北龍路、公園路交叉處)龜山區豐年祭活動日期：8月7日(日)，活動地點：龜山原住民族集會所天幕廣場 (龜山區文化七路118巷9號)八德區豐年祭活動日期：8月7日(日)，活動地點：八德藝文廣場 (八德區瑞發街、興豐路825巷交叉處)大溪區豐年祭活動日期：8月14日(日)，活動地點：桃園市原住民族文化會館前草坪 (大溪區員林路1段29巷101號旁)桃園市原住民族聯合豐年節  (因受颱風影響，活動延期)活動日期：10月22日~23日(六、日)，活動地點：桃園陽光...,,2022/9/10,03:17
桃園地景藝術節,桃園市335大溪區大漢溪沿岸,★活動詳情請洽本府文化局(03-3322592#8312)本屆主題「川行．脈動」，是基於「川」字的象形意象，將桃園母親河拆分為三部組成元素&mdash;&mdash;大漢溪「是讓人依傍而居、安定生活的源泉」、「是孕育豐富的生態系統及演化平臺的溪流」，更是「促進產業及城市發展、活水不絕的血液」，這三道象徵「生產」、「生活」與「生態」的水流形成桃園的大「川」；若將整個桃園喻為一宏壯的巨人，大漢溪則是遍布其周身的血管，而位於上游的大溪流域便是圍繞桃園心臟的動「脈」。「川」是大溪三生的維繫、「脈」為整個桃園的心跳，進而成為城市的命脈，讓大桃園地區強而有力、生生不息地跳動著，本次策展將藉由藝術品與在地自然人文的參與互動，展現出大溪淵遠流長的脈動史。■展區分佈：大溪河濱公園、中庄調整池、大嵙崁親水園區、月眉人工濕地、山豬湖生態親水園區如何前往&gt;&gt;詳如連結品藝術&gt;&gt;詳如連結玩地景&gt;&gt;詳如連結看表演&gt;&gt;詳如連結談地景&gt;&gt;詳如連結旅行趣&gt;&gt;詳如連結,,2022/9/22,12:58
