event_name,event_location,event_content,participant,event_date,event_time
 ECMF電到底不夜山海電子音樂祭,無,2020年10月臺東掀起一股電音風潮，由臺東縣政府主辦首屆「ECMF電到底-不夜山海電子音樂祭」受到全國電音樂迷的深度關注,Christina,2022/4/3,10:24
【取消辦理】賞桐一期一會－花現鹿野鹿客Green Go,無,[0329更新]因應疫情嚴竣，桐花相關活動,無,2022/4/5,06:14
台東最美星空導覽4月份導覽場次,無," 台東最美星空導覽4月份導覽場次3/26(六) 中午12：00 開放報名!報名連結 https://reurl.cc/Ddrobd4月份導覽場次 (每日開放2梯次)✨4/22 (五) 鹿野鄉 鹿野高台高眺亭✨4/23 (六) 卑南鄉 富源觀景平台✨4/29 (五) 太麻里鄉 千禧曙光紀念園區✨4/30 (六) 大武鄉 大武濱海公園報名時間在 3/26(六) 中午12：00準備報名，錯過要在等下個月啦!!- Starry Taitung Night tour in April.Registration opens at 12 p.m. Saturday, March 26.Please click the link  https://reurl.cc/Ddrobd-​貼心提醒台東最美星空導覽規則：報名成功後無故未到者",無,2022/4/22,02:36
夜訪小野柳,無,111年的「夜訪小野柳」環境教育活動訂於4月1日至10月31日。統一採線上表單預約制(開放30天前預約報名)，最晚請於前一天下午5時網路報名,無,2022/7/31,10:46
111年「夜探三仙台」環境教育活動,無,111年的「夜探三仙台」環境教育活動訂於3月1日至10月31日。統一採線上表單預約制(開放15天前預約報名)，6人成團,林克,2022/5/7,12:51
悠活池上.米鄉竹筏季系列活動-春耕野餐節／春耕慢市集趣,無,春耕活動因COVID-19影響停辦2年，今年度期能延續過往舉辦春耕野餐市集音樂會,無,2022/5/14,05:28
臺灣自行車節「兩鐵騎聚，浪慢騎跡」,無,乘風速度，浪慢輕遊,Lucian,2022/6/21,06:18
第11屆臺東詩歌節—走路·行路，rakat！,無,第11屆臺東詩歌節&mdash;走路&middot;行路，rakat！ 主辦單位：國立臺東大學時間： 6月5日(日) 地點：鐵花村音樂聚落（ 臺東市新生路135巷26號)詩人：葉日松／吳晟／陳鴻森／ 簡政珍／孫大川／張芳慈／蘇碩斌／廖偉棠／吳懷晨／孫梓評／廖瞇／藍條紋／尹雯慧／吳緯婷／廖亮羽／吳佳駿／林 纓／鄭琬融／天吳／董恕明／簡齊儒活動內容:一、詩歌主場【陽光主場】 時間9:00~18:00詩歌吟誦／詩人對話／詩歌展演 二、詩的同樂會【 朗誦賽決賽】 hangˇ哪一條 lu？青春╳混齡朗誦賽後山電影院／ 文學小曝／詩露路 三、星光加場：時間19:30~21:30詩歌之夜&lt;圖片來源：臺東詩歌節官網&gt;,CYAI,2022/6/5,05:55
『海洋生態繪本展』-太平洋是我家的冰箱,無,【杉原之心-海洋生態繪本展】~太平洋是我家冰箱歡迎大手牽小手  來杉原灣  打開太平洋冰箱的秘密展覽地點@杉原灣建物大廳夏天就是要玩水! 歡迎跳進杉原灣、太平洋、台東藍!踏浪消暑沁涼一夏當你玩水累了、被熱情的太陽曬到臉紅紅、假期不知道去哪裡邀請你，踏入展覽欣賞繪本～ 一起關心,Jack,2022/6/14,06:47
111年自然醒慢活祭系列活動-《夏季號．電子音療的四肢解放》,無,〈自然醒慢活祭〉全年度四季活動即將陸續展開，將透過專業的身心靈師資體驗課程、多元風格療癒系音聲展演,無,2022/7/18,08:26
臺灣國際熱氣球嘉年華-開幕光雕音樂會,無,【臺灣國際熱氣球嘉年華-光雕音樂會】場次表活動名稱 日期時間地點開幕光雕音樂會07/02(六)19:00-20:30鹿野鄉-鹿野高台三仙台曙光光雕音樂會07/08(五)04:00-05:00成功鎮-三仙台大坡池光雕音樂會07/15(五)19:00-20:00池上鄉-大坡池知本光雕音樂會07/22(五)19:00-20:00卑南鄉-知本溫泉區太麻里曙光光雕音樂會07/29(五)04:00-05:00太麻鄉-太麻里曙光園區臺東縣立體育場光雕音樂會08/05(五)19:00-20:00臺東縣立體育場閉幕光雕音樂會08/15(一)19:00-20:30鹿野鄉-鹿野高台 ※「臺灣國際熱氣球嘉年華」活動最新消息請見官方網站、FB、IG及LINE帳號：官方網站：http://balloontaiwan.taitung.gov.tw/官方FB粉絲專頁：https://www.facebook.com/balloontaiwan/官方IG：taiwanballoonfestival官方LINE帳號：https://lin.ee/1ftcKtA,嚴威,2022/7/2,07:22
臺灣國際熱氣球嘉年華-光雕音樂會【成功三仙台】場次,無,【臺灣國際熱氣球嘉年華-光雕音樂會】場次表活動名稱 日期時間地點開幕光雕音樂會07/02(六)19:00-20:30鹿野鄉-鹿野高台三仙台曙光光雕音樂會07/08(五)04:00-05:00成功鎮-三仙台大坡池光雕音樂會07/15(五)19:00-20:00池上鄉-大坡池知本光雕音樂會07/22(五)19:00-20:00卑南鄉-知本溫泉區太麻里曙光光雕音樂會07/29(五)04:00-05:00太麻鄉-太麻里曙光園區臺東縣立體育場光雕音樂會08/05(五)19:00-20:00臺東縣立體育場閉幕光雕音樂會08/15(一)19:00-20:30鹿野鄉-鹿野高台 ※「臺灣國際熱氣球嘉年華」活動最新消息請見官方網站、FB、IG及LINE帳號：官方網站：http://balloontaiwan.taitung.gov.tw/官方FB粉絲專頁：https://www.facebook.com/balloontaiwan/官方IG：taiwanballoonfestival官方LINE帳號：https://lin.ee/1ftcKtA,無,2022/7/8,04:35
臺灣國際熱氣球嘉年華-光雕音樂會【池上大坡池】場次,無,【臺灣國際熱氣球嘉年華-光雕音樂會】場次表活動名稱 日期時間地點開幕光雕音樂會07/02(六)19:00-20:30鹿野鄉-鹿野高台三仙台曙光光雕音樂會07/08(五)04:00-05:00成功鎮-三仙台大坡池光雕音樂會07/15(五)19:00-20:00池上鄉-大坡池知本光雕音樂會07/22(五)19:00-20:00卑南鄉-知本溫泉區太麻里曙光光雕音樂會07/29(五)04:00-05:00太麻鄉-太麻里曙光園區臺東縣立體育場光雕音樂會08/05(五)19:00-20:00臺東縣立體育場閉幕光雕音樂會08/15(一)19:00-20:30鹿野鄉-鹿野高台 ※「臺灣國際熱氣球嘉年華」活動最新消息請見官方網站、FB、IG及LINE帳號：官方網站：http://balloontaiwan.taitung.gov.tw/官方FB粉絲專頁：https://www.facebook.com/balloontaiwan/官方IG：taiwanballoonfestival官方LINE帳號：https://lin.ee/1ftcKtA,無,2022/7/15,07:32
臺灣國際熱氣球嘉年華-光雕音樂會【知本溫泉區】場次,無,【臺灣國際熱氣球嘉年華-光雕音樂會】場次表活動名稱 日期時間地點開幕光雕音樂會07/02(六)19:00-20:30鹿野鄉-鹿野高台三仙台曙光光雕音樂會07/08(五)04:00-05:00成功鎮-三仙台大坡池光雕音樂會07/15(五)19:00-20:00池上鄉-大坡池知本光雕音樂會07/22(五)19:00-20:00卑南鄉-知本溫泉區太麻里曙光光雕音樂會07/29(五)04:00-05:00太麻鄉-太麻里曙光園區臺東縣立體育場光雕音樂會08/05(五)19:00-20:00臺東縣立體育場閉幕光雕音樂會08/15(一)19:00-20:30鹿野鄉-鹿野高台 ※「臺灣國際熱氣球嘉年華」活動最新消息請見官方網站、FB、IG及LINE帳號：官方網站：http://balloontaiwan.taitung.gov.tw/官方FB粉絲專頁：https://www.facebook.com/balloontaiwan/官方IG：taiwanballoonfestival官方LINE帳號：https://lin.ee/1ftcKtA,無,2022/7/22,07:43
臺灣國際熱氣球嘉年華-光雕音樂會【臺東縣立體育場】場次,無,【臺灣國際熱氣球嘉年華-光雕音樂會】場次表活動名稱 日期時間地點開幕光雕音樂會07/02(六)19:00-20:30鹿野鄉-鹿野高台三仙台曙光光雕音樂會07/08(五)04:00-05:00成功鎮-三仙台大坡池光雕音樂會07/15(五)19:00-20:00池上鄉-大坡池知本光雕音樂會07/22(五)19:00-20:00卑南鄉-知本溫泉區太麻里曙光光雕音樂會07/29(五)04:00-05:00太麻鄉-太麻里曙光園區臺東縣立體育場光雕音樂會08/05(五)19:00-20:00臺東縣立體育場閉幕光雕音樂會08/15(一)19:00-20:30鹿野鄉-鹿野高台 ※「臺灣國際熱氣球嘉年華」活動最新消息請見官方網站、FB、IG及LINE帳號：官方網站：http://balloontaiwan.taitung.gov.tw/官方FB粉絲專頁：https://www.facebook.com/balloontaiwan/官方IG：taiwanballoonfestival官方LINE帳號：https://lin.ee/1ftcKtA,同情我的話就給我錢,2022/8/5,07:17
臺灣國際熱氣球嘉年華-光雕音樂會【太麻里曙光光雕音樂會】場次,無,【臺灣國際熱氣球嘉年華-光雕音樂會】場次表活動名稱 日期時間地點開幕光雕音樂會07/02(六)19:00-20:30鹿野鄉-鹿野高台三仙台曙光光雕音樂會07/08(五)04:00-05:00成功鎮-三仙台大坡池光雕音樂會07/15(五)19:00-20:00池上鄉-大坡池知本光雕音樂會07/22(五)19:00-20:00卑南鄉-知本溫泉區太麻里曙光光雕音樂會07/29(五)04:00-05:00太麻鄉-太麻里曙光園區臺東縣立體育場光雕音樂會08/05(五)19:00-20:00臺東縣立體育場閉幕光雕音樂會08/15(一)19:00-20:30鹿野鄉-鹿野高台 ※「臺灣國際熱氣球嘉年華」活動最新消息請見官方網站、FB、IG及LINE帳號：官方網站：http://balloontaiwan.taitung.gov.tw/官方FB粉絲專頁：https://www.facebook.com/balloontaiwan/官方IG：taiwanballoonfestival官方LINE帳號：https://lin.ee/1ftcKtA,無,2022/7/8,04:23
臺灣國際熱氣球嘉年華-閉幕光雕音樂會,無,【臺灣國際熱氣球嘉年華-光雕音樂會】場次表活動名稱 日期時間地點開幕光雕音樂會07/02(六)19:00-20:30鹿野鄉-鹿野高台三仙台曙光光雕音樂會07/08(五)04:00-05:00成功鎮-三仙台大坡池光雕音樂會07/15(五)19:00-20:00池上鄉-大坡池知本光雕音樂會07/22(五)19:00-20:00卑南鄉-知本溫泉區太麻里曙光光雕音樂會07/29(五)04:00-05:00太麻鄉-太麻里曙光園區臺東縣立體育場光雕音樂會08/05(五)19:00-20:00臺東縣立體育場閉幕光雕音樂會08/15(一)19:00-20:30鹿野鄉-鹿野高台 ※「臺灣國際熱氣球嘉年華」活動最新消息請見官方網站、FB、IG及LINE帳號：官方網站：http://balloontaiwan.taitung.gov.tw/官方FB粉絲專頁：https://www.facebook.com/balloontaiwan/官方IG：taiwanballoonfestival官方LINE帳號：https://lin.ee/1ftcKtA,James,2022/8/15,07:49
台東最美星空音樂會—台東市場次,無,年台東最美星空音樂會首開的市區體驗場，邀請2021金曲新人獎得主的新人壞特？te於7月30日在臺東市舊站特區開唱；8月6日大武鄉尚武濱海公園,無,2022/7/30,07:38
台東最美星空音樂會—大武場次,無,年台東最美星空音樂會首開的市區體驗場，邀請2021金曲新人獎得主的新人壞特？te於7月30日在臺東市舊站特區開唱；8月6日大武鄉尚武濱海公園,Jimmy Young,2022/8/6,08:50
台東最美星空音樂會—海端場次,無,年台東最美星空音樂會首開的市區體驗場，邀請2021金曲新人獎得主的新人壞特？te於7月30日在臺東市舊站特區開唱；8月6日大武鄉尚武濱海公園,Jayu,2022/8/13,07:53
台東最美星空音樂會—綠島場次,無,年台東最美星空音樂會首開的市區體驗場，邀請2021金曲新人獎得主的新人壞特？te於7月30日在臺東市舊站特區開唱；8月6日大武鄉尚武濱海公園,無,2022/8/20,07:38
台東最美星空音樂會—卑南場次[確定取消],無,[因地震頻繁，為顧及參與民眾、現場演出人員與工作人員之安全,無,2022/9/18,07:35
台東最美星空音樂會—關山場次,無,年台東最美星空音樂會首開的市區體驗場，邀請2021金曲新人獎得主的新人壞特？te於7月30日在臺東市舊站特區開唱；8月6日大武鄉尚武濱海公園,無,2022/9/10,07:09
台東最美星空音樂會—延平場次,無,年台東最美星空音樂會首開的市區體驗場，邀請2021金曲新人獎得主的新人壞特？te於7月30日在臺東市舊站特區開唱；8月6日大武鄉尚武濱海公園,無,2022/9/17,08:36
台東最美星空音樂會—長濱場次[確定取消],無,年台東最美星空音樂會首開的市區體驗場，邀請2021金曲新人獎得主的新人壞特？te於7月30日在臺東市舊站特區開唱；8月6日大武鄉尚武濱海公園,鄭世奇,2022/9/24,07:19
臺東美術館聲音藝術節–7月場跨域聲音展演市集,無,活動名稱：臺東美術館聲音藝術節&ndash;7月場跨域聲音展演市集活動日期：7.2（六）、7.3（日）活動時間：18:30-21:30活動地點：臺東美術館（臺東市浙江路350號）主辦單位：臺東縣政府Facebook：https://www.facebook.com/SoundartTaitung/,Happy699,2022/7/3,07:00
音 JOY 鐵花尋寶祭,無,今夏玩甚麼？臺東縣政府邀大家來鐵花走走 體驗LINE互動！  疫情加速地方數位轉型需求，LINE台灣善盡社會責任,無,2022/7/15,05:21
好日市集,無,音樂表演 &times; 文創手作 &times; 兒童劇團 &times; 親子互動 和你在一起的日子，日日是好日在藝術市集來場美感交流童遊活動讓孩子開心放電在臺東慢慢打造你的質感生活讓我們一起過好日子✨活動日期：7/30(六)、7/31(日)活動時間：14:00-19:00活動地點：臺東美術館戶外園區&ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;  &ndash;7/30(六) 演出節目表14:00-15:00  台東好聲音&ndash;都市小島15:00-16:00  野孩子故事月台&ndash;《大野狼才要小心》、《找尋自己的聲音》、飛天陀螺16:00-17:00  好玩的劇團&ndash;《宇宙馬戲團-幸福魔法書》17:00-18:00  台東好聲音&ndash;張淨18:00-19:00  台東好聲音&ndash;斑恩7/31(日)演出節目表14:00-15:00  台東好聲音&ndash;大慶15:00-16:00  台東好聲音&ndash;余文秀16:00-17:00  動動身體愛流動&ndash;子瀞老師17:00-18:00  兒童律動&ndash;零捌玖舞蹈工作室18:00-19:00  台東好聲音&ndash;汪佩諭※動動身體愛流動、兒童律動,無,2022/7/31,12:33
 PASIWALI 音樂節(Taiwan PASIWALI Festival​),無,音樂節日期 ● 10/22六 - 23日​13:30 開始進場​ 台東森林公園 免費入場​ 詳細活動內容請參閱：Taiwan PASIWALI Festival粉絲專頁&lt;資訊來源：Taiwan PASIWALI Festival &gt;,無,2022/10/23,09:02
太麻里金針花季系列活動,無,太麻里鄉金針山每年八至九月為金針盛產期，山上呈現一片花海甚為壯觀,小室盆栽,2022/8/16,06:36
樂賞大武港之SUP水上競賽暨親子活動體驗營,無,樂賞大武港之SUP水上競賽暨親子活動體驗營主辦單位：大武鄉公所活動日期：8月6日（六）活動時間：早上8點-下午5點30分活動地點：大武漁港＜圖片及資訊來源：大武鄉公所＞,無,2022/8/6,01:21
大武鄉小米收穫祭暨原住民族文化產業活動,無,大武鄉小米收穫祭暨原住民族文化產業活動 主辦單位：大武鄉公所活動日期：8月13日（六）活動時間：早上9點-晚上9點活動地點：南興村文化健康站前廣場＜圖片及資訊來源：大武鄉公所＞,Starfish,2022/8/13,07:28
大武鄉射雕英雄2.0邀請賽,無,大武鄉射雕英雄2.0邀請賽 主辦單位：大武鄉公所活動日期：9月3日（六）活動時間：早上8點-下午5點活動地點：南興村文化健康站前廣場＜圖片及資訊來源：大武鄉公所＞,無,2022/9/3,12:57
大武鄉觀光藝術節-金婚囍事 武愛足矣,無,大武鄉觀光藝術節-金婚囍事 武愛足矣 主辦單位：大武鄉公所活動日期：9月9日（五）活動時間：下午2點30分-晚上9點活動地點：9420尚武濱海公園遊憩區＜圖片及資訊來源：大武鄉公所＞,無,2022/9/9,05:37
大武鄉9420棕櫚市集,無,大武鄉9420棕櫚市集 主辦單位：大武鄉公所活動日期：8/6(六) 、8/20(六)、8/27(六)、9/3(六) 9/9(五)-9/11(日)活動時間：下午4點晚上8點活動地點：9420尚武濱海公園遊憩區＜圖片及資訊來源：大武鄉公所＞,無,2022/8/9,02:27
臺東藍海生活節,無,蔚藍的天空、湛藍的海岸所呈現的臺東藍，是專屬於臺東的城市色彩,無,2022/9/20,12:48
江賢二個展,無,2008年江賢二遷居台東後，身心受自然浸潤,Raymond,2022/11/1,11:31
「江賢二藝術園區」局部開放參觀,無,【「江賢二藝術園區」局部開放參觀】是作品，也是夢想。藝術園區將是江賢二畢生最大的創作！江賢二旅居美國紐約時,Forrest,2022/11/12,05:47
臺東．鐵花Live嘉年華,無,「臺東．鐵花Live嘉年華」活動從9月9日開始至9月30日，期間在鐵花商圈指定店家消費滿200元可獲得TTPUSH金幣1000枚、在台東市區店家消費滿千元,Vman,2022/9/14,07:04
南迴藝術季,無,年的南迴藝術季由中原大學建築系副教授陳宣誠策展，邀請臺東大學美術產業學系林昶戎主任、臺東女中美術班康毓庭老師共組策展團隊,Vman,2022/11/20,10:32
 台東光祭．TAITUNG LIGHT FESTIVAL,無,【 台東光祭．TAITUNG LIGHT FESTIVAL】展期｜10／15（六）&mdash; 11／13（日）​開幕｜10／15（六）17：00​地點｜台東．知本溫泉園區​（台東縣卑南鄉溫泉路376巷18號週邊）​​​指導單位｜國發會．文化部主辦單位｜臺東縣政府協辦單位｜行政院農業委員會農田水利署臺東管理處．台東市公所．幸褔卑南   卑南鄉公所臉書專頁．臺東設計中心 Taitung Design Center執行單位｜都市藝術工作室 UrbanART Studio  視覺設計｜Path & LandformsMotion design｜廖東騰更多資訊請參閱【台東光祭 Taitung Light Festival】粉絲專頁：https://www.facebook.com/TaitungLightFestival/＜資訊來源：台東光祭 Taitung Light Festival粉絲專頁＞,無,2022/10/29,04:14
臺東美術館聲音藝術節─消失的聲音,無,臺東美術館聲音藝術節─消失的聲音今年的聲音藝術節我們將聚焦在 消失的聲音 〔____〕 ，以空白括弧自由想像聲音從何時、何種方式慢慢遺失,Moxingames,2022/10/22,08:04
111年度百步之鄉金峰鄕-紅金寶系列活動,無,十月至十一月為洛神花盛開時節，金峰鄉公所辦理洛神花季系列活動,Starfish,2022/10/30,02:06
成功三仙台馬拉松,無,成功鎮公所為提倡全民運動之風氣，強化健康體魄,無,2022/10/23,09:02
111年自然醒慢活祭系列活動-《冬季號．被窩中的腦內甦活》,無,〈自然醒慢活祭〉全年度四季活動即將陸續展開，將透過專業的身心靈師資體驗課程、多元風格療癒系音聲展演,無,2022/10/29,02:00
臺東慢食節《很香餐桌》,無,什麼是「最臺東」的香氣？想品嚐道地的臺東香？​山肉溪魚湯鍋裡飄出的刺蔥清香，阿粨、祈納福蒸好時散發的月桃葉香,信浅野,2022/10/30,07:19
2023台東跨年晚會—東漂去旅行,無,由臺東縣政府主辦【2023台東跨年晚會&mdash;東漂去旅行】活動，訂於12/31晚間8點在台東海濱公園舉行,笨蛋小葉,2022/12/31,09:47
臺灣國際衝浪公開賽,無,「臺灣國際衝浪公開賽」將於11月12日在臺東金樽漁港盛大開幕，過去兩年受疫情影響,kebbi,2022/11/19,08:59
臺東好米收冬祭,無,睽違一年由臺東縣政府辦理「臺東好米收冬祭」，將於11月5日上午9時太麻里鄉「福農宮」熱鬧舉辦囉！往年都在縱谷辦理傳統收冬祭典,YuLung Chen,2022/11/17,10:36
東海岸旗魚季-旗福成功,無,"東海岸旗魚季-旗福成功指導單位|行政院農業委員會漁業署、臺東縣政府主辦單位| 臺東縣新港區漁會活動日期｜11/12活動時間｜14:00-20:30地點｜成功鎮海濱公園活動內容｜【免費體驗】旗吃海味&middot;魚鮮滋味旗聚彩繪.一起PLAY旗心協力.親子遊戲(數量有限,請把握機會) 【限定快閃】黑潮旗跡漁產品專賣店新港へ討海人故事館(當日獨家,超值優惠,感恩回饋) 【旗享晚宴】旗唱同樂.齊聽好歌千人辦桌.摸彩好禮(知名藝人,作伙逗陣,一同饗樂) 【4000元搶訂桌】順大新港黑潮海鮮餐廳089-85027新澎湖海鮮餐廳089-852780群芳樓海產村089-850039佳濱成功旗魚089-854899(12道旗魚特色料理)相關活動資訊，以臺東縣新港區漁會FB公告為準。&lt;&lt;資訊圖片來源：臺東縣新港區漁會ＦＢ&gt;&gt;",P.R.,2022/11/12,06:03
三仙台臍橙節,無,三仙台臍橙節，除了邀請臍橙農戶於現場設攤展售,無,2022/11/19,02:09
好戲慶收冬—池上做大戲,無,邀請台灣傳統戲劇無敵小生孫翠鳳 領銜主演、當家小旦鄭雅升、歌仔戲第一丑角陳勝在暨明華園戲劇家族聯合演出​​演出時間：111年12月10、11日（六、日）兩天，18：00至20：0012/10-戲碼：蓬萊大仙12/11-戲碼：濟公活佛-雪狐情演出地點：池上鄉保安宮旁稻田區 (台東縣池上鄉錦園村1鄰1號)​​入場券票價：1000╱500元​​購票方式有2種​【現場購票​】購票地點：臺東縣池上鄉公所 農業觀光課(代售)​販售時間：111年11月10日至11月30日止,陳亮生,2022/12/11,07:19
【南島國際美術獎】音樂會、市集,無,【南島國際美術獎】音樂會、市集期：111年12月17日～111年12月18日時間：19:30-21:00 (市集16:00開始)地點：臺東美術館戶外草地演出團體：小島大歌 Ft.                 排灣族 戴曉君 Sauljaljui                 阿美族  Putad                 模里西斯 Emlyn Lamizik                 馬達加斯加 Tarika Sammy                 巴布亞紐幾內亞 Richard Mogu                 索羅門群島 Charles Maimarosia活動頁面：https://ssur.cc/8QGc8DVEU,中林紫,2022/12/18,05:50
2021碧潭地景裝置「來！碧潭小角落」,新北市231新店區碧潭風景區,無,無,2022/3/21,09:05
新北香魚川路跑,新北市231新店區北宜路一段(新店捷運總站旁),無,台灣黑熊-Taiwan,2022/3/12,12:57
平溪天燈節,新北市226平溪區,無,無,2022/2/14,05:48
新北市鐵道馬拉松接力賽,新北市228貢寮區福容大飯店福隆（彩虹橋前廣場）,無,無,2022/4/17,06:35
2021-新北溫泉節,新北市233烏來區,無,無,2022/2/24,05:06
微笑山線 好好在山中,新北市207萬里區,無,無,2022/4/23,01:38
新北燈會,新北市241三重區三重區疏洪16路(重新橋下),無,Willy,2022/2/27,11:30
碧潭水舞,新北市231新店區碧潭風景區,無,無,2022/4/23,09:18
福隆國際沙雕藝術季,新北市228貢寮區福隆街40號,無,zlib,2022/9/13,05:44
北海岸時尚藝術季,新北市253石門區富基漁港,無,陳亮生,2022/5/28,10:59
新北河濱蝶戀季,新北市220板橋區蝴蝶公園,無,無,2022/5/5,05:59
新北市客家桐花祭,新北市236土城區桐花公園,無,Kumoki雲希,2022/5/19,01:51
閱讀新北1001頁,新北市220板橋區中山路一段161號,無,無,2022/5/27,11:23
新北有藝師,新北市220板橋區民族路130巷67號,無,無,2022/5/27,03:58
新北考古生活節,新北市249八里區博物館路200號,無,無,2022/5/16,03:56
礦山藝術季,新北市224瑞芳區金光路8號,無,我喜歡吃巧克力,2022/7/2,03:29
萬里區花季,新北市207萬里區大坪路32-6號,無,無,2022/5/30,05:27
新北環境季,新北市220板橋區,無,無,2022/5/19,02:25
觀音觀鷹系列活動,新北市207萬里區,無,秋山院桃,2022/7/14,01:46
新北稼日蒔光 戀戀雙溪荷所在,新北市227雙溪區上林荷花園,無,林鴻恩,2022/7/9,11:42
東北角福隆生活節,新北市228貢寮區福隆海水浴場,無,黑雅,2022/8/18,06:29
新北市鼓藝節,新北市207萬里區,無,Jtao,2022/7/30,11:03
軍風文創市集,新北市241三重區正義南路86巷,無,chiu chiu,2022/6/26,06:35
濕地夏令營,新北市220板橋區華江橋下(板橋端，堤防外),無,無,2022/6/16,10:47
北海岸傳奇媽祖文化祭,新北市208金山區金包里街16號,無,無,2022/5/16,05:52
金山甘藷萬里地瓜季,新北市208金山區中正路11號,無,無,2022/7/1,10:00
新北市全國大南瓜比賽,新北市251淡水區紅樹林,無,無,2022/6/19,07:04
八里城市沙雕展,新北市249八里區八里左岸公園,無,黑色睡蓮,2022/9/4,04:49
全國古蹟日,新北市251淡水區,無,無,2022/9/24,06:13
黃金山城,新北市224瑞芳區金瓜石,無,無,2022/8/4,09:59
淡水漁人碼頭仲夏繽紛樂活動,新北市251淡水區漁人碼頭,無,無,2022/8/10,07:53
2020新北市河海音樂季(測試),新北市251淡水區漁人碼頭觀海廣場,無,zlib,2020/9/18,06:31
光音淡水系列活動,新北市251淡水區,無,無,2022/7/14,12:13
新北南島文化節,新北市249八里區博物館路200號,無,Jeffery Chao,2022/7/30,04:14
五股濕地夏日賞燕季,新北市248五股區成蘆橋下荒野保護協會五股濕地教育中心(貨櫃屋),無,WeiHeng,2022/8/4,05:26
淡水漁樂趣三芝浪漫灣,新北市251淡水區淡水漁人碼頭,無,eric@home:~$,2022/7/28,05:51
三鶯工藝職人體驗,新北市239鶯歌區文化路200號,無,無,2022/8/24,09:20
觀光工廠輕旅行,新北市207萬里區,無,無,2022/8/10,12:56
新北市河海音樂季-大都會舞台,新北市241三重區疏洪東路一段859號,無,無,2022/8/28,07:37
新北市河海音樂季-淡水漁人舞台,新北市251淡水區漁人碼頭觀海廣場,無,麥特戴蒙,2022/8/13,07:31
新北市三峽藍染節,新北市237三峽區三峽老街,無,無,2022/8/13,12:24
石門海灣新城社區完工活動,新北市253石門區海灣新城18號,無,Forrest,2022/8/27,02:51
北海夜金閃閃一北海潮與火,新北市208金山區中角灣,無,無,2022/8/30,09:33
中角灣衝浪體驗活動,新北市208金山區中角灣國際衝浪基地,無,無,2022/9/11,09:06
金山蹦火漁業文化展,新北市208金山區金山遊客中心,無,無,2022/9/27,03:32
「和美海之家」生態復育及親水體驗活動,新北市228貢寮區和美漁港,無,寧波雙六,2022/8/13,07:08
馬崗漁港賞飛魚聊「星」事,新北市228貢寮區馬崗漁港,無,楊梓民,2022/8/20,03:43
新北市兒童藝術節,新北市220板橋區中山路一段161號(市民廣場),無,Neal,2022/8/7,03:48
瘋草里 大咬運動會,新北市253石門區草里漁港,無,無,2022/8/18,06:13
平溪區-國際五彩祈福節,新北市226平溪區新平溪煤礦博物園區,無,無,2022/7/30,10:28
 JUST FUN新北－街頭文化祭,新北市220板橋區府中廣場,無,無,2022/8/21,10:53
深坑四寶文化節,新北市222深坑區深坑兒童遊戲場,無,pocket355170,2022/7/30,01:05
「Just FUN新北」街頭文化節,新北市220板橋區市民廣場及府中廣場,無,歌蝸牛,2022/8/20,04:17
111年全國反毒博覽會-你我齊反毒 健康有幸福,新北市242新莊區和興街66號,無,無,2022/10/1,11:16
新北深坑好多福－系列活動,新北市222深坑區深坑街,無,zirean,2022/9/2,01:57
貢好來寮 新北貢寮小旅行,新北市228貢寮區,無,菜鳥研究生,2022/10/24,09:32
「淡水開港後唯一勝事：海上只剩下船」特展,新北市251淡水區滬水一方藝文空間5樓（新北市淡水區觀海路91號5樓）,無,無,2022/10/5,12:30
天與地的交會-吳榮交趾陶．精藝再現展,新北市239鶯歌區,無,蘭雨情緣,2022/9/29,05:01
馬偕150航向福爾摩沙-淡水(馬偕博士上陸淡水150周年展),新北市251淡水區得忌利士洋行(淡水區中正路316號),無,無,2022/9/5,03:26
考古與當代冶煉特展,新北市249八里區新北市立十三行博物館第一特展廳,無,無,2023/1/3,08:19
花漾八里,新北市249八里區,無,無,2022/9/7,07:15
三重神農百草公園-中秋電影院,新北市241三重區神農百草公園(三重區五谷王北街77號-先嗇宮正對面),無,無,2022/9/8,06:23
臺灣國際陶藝雙年展,新北市239鶯歌區陶博館三樓特展室,無,sobol,2023/1/12,06:41
年新北市淡水環境藝術節,新北市251淡水區淡水老街廣場至淡水觀潮廣場,無,Winter,2022/10/1,03:05
新店溪遊記碧東市集,新北市231新店區碧潭東岸廣場,無,無,2022/10/1,07:00
111年新北市客家義民爺文化祭,新北市220板橋區新北市市民廣場,無,OldYuanshen,2022/10/2,12:38
新北市泰山獅王文化節,新北市243泰山區泰山體育館(公園路54號),無,Jason,2022/10/1,08:06
新北市眷村文化節,新北市241三重區空軍三重一村,無,高皓愷,2022/10/10,05:13
111年度新北市原住民族聯合文化活動,新北市247蘆洲區蘆洲微風運河廣場,無,Car碼農,2022/10/24,07:55
新北歡樂耶誕城,新北市220板橋區,無,無,2022/12/13,05:04
新北市三芝區茭白筍節,新北市252三芝區芝蘭公園,無,Happy699,2022/10/30,10:13
